TITLE = "FUNC"
VARIABLES = "X", "Y", "F"
ZONE I=26, J=11, F=POINT
9.8000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
1.0000000000000e+000 2.0000000000000e-002 -5.9645305468907e-004
5.2000000000000e-001 4.0000000000000e-002 -1.2119325503369e-003
5.4000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
5.6000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
5.8000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
6.0000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
6.2000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
6.4000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
6.6000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
6.8000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
7.0000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
7.2000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
7.4000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
7.6000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
7.8000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
8.0000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
8.2000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
8.4000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
8.6000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
8.8000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
9.0000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
9.2000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
9.4000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
9.6000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
9.8000000000000e-001 4.0000000000000e-002 -6.0968671551832e-004
1.0000000000000e+000 4.0000000000000e-002 -6.0968671551832e-004
5.2000000000000e-001 6.0000000000000e-002 -1.2143370536088e-003
5.4000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
5.6000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
5.8000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
6.0000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
6.2000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
6.4000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
6.6000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
6.8000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
7.0000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
7.2000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
7.4000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
7.6000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
7.8000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
8.0000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
8.2000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
8.4000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
8.6000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
8.8000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
9.0000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
9.2000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
9.4000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
9.6000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
9.8000000000000e-001 6.0000000000000e-002 -6.0984354785957e-004
1.0000000000000e+000 6.0000000000000e-002 -6.0984354785957e-004
5.2000000000000e-001 8.0000000000000e-002 -1.2143719275808e-003
5.4000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
5.6000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
5.8000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
6.0000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
6.2000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
6.4000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
6.6000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
6.8000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
7.0000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
7.2000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
7.4000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
7.6000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
7.8000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
8.0000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
8.2000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
8.4000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
8.6000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
8.8000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
9.0000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
9.2000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
9.4000000000000e-001 8.0000000000000e-002 -6.0984540797272e-004
